group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
D1Cre,554460_LRDLC_snapshot-1000,14,-0.12657364807237137,2.68204865762184,-3.1410254216722984,3.1410390728845945,0.1147250815866855,22.599268837910202,-188.37864254655838,188.3250515334865,137.13704323474153,80.85460504089133,0.6108149396176343,400.62004859939213,0.015343443354148082,1.203875968992248
D1Cre,554460_LRDLC_snapshot-1000,15,-0.03642936262362693,2.2989413503498124,-3.0756545373499056,2.9715843666521335,0.06666808473044876,0.5922837008375123,-2.8429196829991366,2.265773723567679,52.14325963112172,38.02896010054934,0.5617502484314922,284.18084677577457,0.010169491525423728,1.1157894736842104
D1Cre,554460_LRDLC_snapshot-1000,16,-0.010499275788920183,1.8889932744796714,-3.1367354657820377,3.1359651442702314,0.20488733406510445,6.022451714231839,-4.316855735715466,187.08454907362037,23.135886244746107,12.647044270461,0.6593721286142676,119.13228751505085,0.009634255129348795,1.7629629629629628
D1Cre,554460_LRDLC_snapshot-1000,17,0.003016709295868807,0.4678631664039491,-1.0166295521081081,3.102230215887508,-0.3508339333473293,4.812769731702974,-4.525658301634912,187.67536888221719,139.8563540461882,91.73753205054811,2.3842533246309996,434.99681405121646,0.005887600356824264,1.5949494949494951
D1Cre,554460_LRDLC_snapshot-1000,18,-0.04261129059487244,2.102637969291021,-3.0726910328223522,3.1218581263608147,-0.014455684221178065,13.511373300447898,-186.8602357084628,186.74313676316274,28.484798818378863,17.13004850957194,2.0723907352483053,123.21309362592365,0.0032114183764495987,0.712962962962963
D1Cre,554460_LRDLC_snapshot-1000,19,-0.8313839942816059,1.7042994020389932,-2.9015916388641405,2.9801955331148515,0.5974201964013868,3.995185043810969,-8.64864190841269,10.38828213469107,44.471446951232195,23.3158112862123,1.6653304966822915,119.90284622200168,0.0053523639607493305,0.11111111111111112
D1Cre,554460_LRDLC_snapshot-1000,20,-0.5145508296715865,1.8743442373044712,-3.1319271953880783,3.0537293475345466,1.5471781888920664,17.745267645403914,-5.9465747076112985,183.7060977363373,34.541215298047526,18.573482632315088,2.618756352873055,107.11832475912557,0.0053523639607493305,0.24000000000000002
D1Cre,554460_RRDLC_snapshot-1000,0,0.024616358880673456,1.7984928640400935,-3.141590031538284,3.1407311539318274,-0.05077063535173038,8.462117227155684,-188.37600778801436,188.38210745293057,35.8788106013164,44.767775503295226,0.04084488306243418,449.5264279659076,0.14683454513211563,0.577012882447665
D1Cre,554460_RRDLC_snapshot-1000,1,-0.008412904856582904,1.8207021192275026,-3.1401029435831727,3.141136361404548,0.18652584183560522,10.875030167083414,-188.39718090483052,188.43639645809287,59.08855682859024,56.29295084769188,0.24482687515266607,392.8225005398336,0.16368150381273275,0.5283134705669917
D1Cre,554460_RRDLC_snapshot-1000,2,0.3391629227142499,1.7415894018240377,-3.1398222690404696,3.1414827567426458,-0.09511127069525616,13.271296772329295,-188.37229691752486,188.16954948752038,40.90522816096397,32.95872974290094,0.4114737841537525,291.6047605845105,0.09718035112608618,0.40182481751824817
