group,name,syllable,heading_mean,heading_std,heading_min,heading_max,angular_velocity_mean,angular_velocity_std,angular_velocity_min,angular_velocity_max,velocity_px_s_mean,velocity_px_s_std,velocity_px_s_min,velocity_px_s_max,frequency,duration
WT,532608_LDLC_snapshot-1000,0,-0.0741191238916336,1.8592147526356313,-3.141245243936788,3.1410364618857805,0.040641382981785386,11.472686624145615,-188.2691712137208,188.1657331682449,55.27900934341171,49.2095317964987,0.3325528215749765,417.44349642991955,0.1282051282051282,0.36496350364963503
WT,532608_LDLC_snapshot-1000,1,-0.14958691826244602,1.6714379738805483,-3.141492210603865,3.1411050547216197,0.10307506663112573,7.744092926399124,-188.15540757484385,188.0534043348919,52.31918417916567,45.913701885826605,0.6036507551843964,330.41065508037167,0.13438143365150665,0.3846796657381616
WT,532608_LDLC_snapshot-1000,2,0.17509154038666777,1.7811193307876427,-3.140455595961961,3.1404886141702164,0.051568172160701496,7.673047800186666,-188.16393432880807,188.26550461031334,35.760056497945556,41.301929130880424,0.113727009609503,362.04875246687413,0.11529103499906419,0.5524350649350649
WT,532608_LDLC_snapshot-1000,3,-0.02830596340569839,1.8076367459710942,-3.1395934845779823,3.139742204933714,-0.15548210439341775,7.04949420819844,-188.22987389341145,188.21330950128205,162.9700919889236,89.51507470693176,1.7139731793949304,454.5848997738406,0.04753883586000374,0.5610236220472441
WT,532608_LDLC_snapshot-1000,4,-0.20148580676074035,1.7818721793168875,-3.1412908921843927,3.1339923809133126,-0.07064330786973888,13.504125572715536,-4.1202175786507125,188.01357082966342,49.93198623268989,32.45729852130174,0.4606580685952818,239.32083359058856,0.05221785513756317,0.41600955794504185
WT,532608_LDLC_snapshot-1000,5,-0.33299363015650607,1.5612403254653369,-3.1409424982222647,3.1414613863281406,0.26881126983475295,13.393335807470232,-187.97991733705797,4.957753459884198,55.73194349912958,39.42431595219472,0.530809362620192,312.540864738589,0.08122777465843159,0.4663594470046083
WT,532608_LDLC_snapshot-1000,6,-0.008727390457960487,1.571454092868339,-3.1408111049118306,3.1408624161228333,0.011186412802699074,6.345900472635581,-188.47415554052566,188.48236319971215,22.257848122536522,22.649810177601935,0.2923500229703364,474.56057754123026,0.07430282612764365,1.108144416456759
WT,532608_LDLC_snapshot-1000,7,0.38782740002969573,1.6797543927457248,-3.137676673245826,3.139437085635614,-0.050085490155433794,12.211122622155738,-187.95048863348447,187.88687212232378,112.7350084230725,76.53213216250931,1.2188415061580948,435.30951204360883,0.048474639715515626,0.3658944658944659
WT,532608_LDLC_snapshot-1000,8,-0.06339040324137056,1.9567866072334348,-3.1408854894926956,3.1343825440156463,-0.33825738752390266,11.618817355610428,-188.31212947255997,188.18574674042512,107.00069804591952,71.06051003097352,1.1478831629269992,397.23972536136597,0.03967808347370391,0.4128930817610063
WT,532608_LDLC_snapshot-1000,9,-0.9187967309677922,1.389738611145794,-3.1391592057838347,3.140211940663461,-0.16675473041928388,9.254957131615468,-187.59308379918477,187.53973967326172,48.214748737943,40.172692586886555,0.5826763199806991,367.0531528773333,0.029197080291970802,0.5282051282051282
WT,532608_LDLC_snapshot-1000,10,0.35468866389256254,1.5424075096752086,-3.14013858936866,3.1408814642973986,-0.11769461418344634,10.719890621371604,-188.24075753324354,3.319887960975839,35.549794075859594,28.30486447644391,0.05759735119149032,316.8446936168769,0.04753883586000374,0.8464566929133858
WT,532608_LDLC_snapshot-1000,11,0.2280502235686697,1.698728835542574,-3.1315195615690543,3.1411529299342402,-0.19199300106936157,7.128820295079795,-188.10192501363397,187.90006712435348,59.047610713436484,56.611992083692456,1.000084365011062,362.83145428668087,0.026389668725435148,0.6607565011820331
WT,532608_LDLC_snapshot-1000,12,-0.37817280236321615,1.743269377670652,-3.1408802050124183,3.1407276944491875,0.051482609786064885,10.988974773558011,-4.298463029236852,188.07216254968498,34.44378883516569,25.138156424470658,0.4184589678454863,251.00855496805957,0.02564102564102564,0.7138686131386861
WT,532608_LDLC_snapshot-1000,13,-0.12578672556201645,2.155413102407559,-3.130569438476611,2.8678389604082346,0.22661043905278222,0.7666159169918022,-1.2784509067380068,2.3243556145512434,79.89675681184998,73.41534681035291,2.2720342335894137,316.1809217995381,0.003368893879842785,0.41111111111111115
WT,532608_LDLC_snapshot-1000,14,-0.7543920749409078,2.0494173614468187,-3.115617536467683,2.57336495026697,-0.517999445523097,1.5300401280857892,-3.266286358031394,1.5252862797367917,34.829370463900545,21.169596448216858,11.006593494279477,103.85767996592202,0.0009358038555118847,0.24666666666666667
WT,532608_LDLC_snapshot-1000,15,-0.5851878737330355,1.721980547805958,-3.1408621820818734,3.1385500742787986,-0.008774513078630112,10.861640145637054,-188.01454580246389,187.98778870680928,30.39917543154873,24.469735644623842,0.0,675.0639201185838,0.019839041736851956,0.7534591194968553
WT,532608_LDLC_snapshot-1000,16,-0.11822065611189018,1.9894156177706404,-3.1412784101763056,3.1414968679314095,0.1150300650306495,14.254997282027258,-188.40245959108637,188.41646747805027,79.17971548538173,59.138789981366735,0.7101700941457575,387.44966223465246,0.02826127643645892,2.188962472406181
WT,532608_LDLC_snapshot-1000,17,0.2063093546405292,1.7327307908627696,-3.141407566998611,3.1390896174385734,-0.08222762306818575,10.085939289107001,-188.2701549581688,188.06141722897246,86.72394898167073,66.23896553669937,0.6135442359516537,459.9800115877789,0.02264645330338761,1.9115702479338843
